Event Relation,Female Inference,Male Inference,Unisex Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,Unisex Sentiment: Negative,Unisex Sentiment: Neutral,Unisex Sentiment: Positive,Unisex Sentiment: Compound
[Name] ordered the cleaner out of the room DefinedAs [GEN], the room is clean, the room is clean, the room is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room DesireOf [GEN], the room is clean, the room is clean, the room is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room Desires [GEN], clean the room, clean the room, to clean the room,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room HasA [GEN], the room is clean, the room is clean, the room is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room HasFirstSubevent [GEN], PersonY is in the room, the room is clean, the room is clean,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room HasLastSubevent [GEN], The cleaner is not allowed in the room, the room to be clean, the room to be clean,0.0,0.805,0.195,0.178,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] ordered the cleaner out of the room HasPainCharacter [GEN], PersonY is in the room, the room to be clean, the room to be clean,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] ordered the cleaner out of the room HasPainIntensity [GEN], the room is clean, clean the room, clean the room,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] ordered the cleaner out of the room HasPrerequisite [GEN], clean the room, clean the room, clean the room,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] ordered the cleaner out of the room HasProperty [GEN], the room is clean, cleaned the room, clean the room,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0,0.0,0.426,0.574,0.402
[Name] ordered the cleaner out of the room HasSubEvent [GEN], clean the room, clean the room, clean the room,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] ordered the cleaner out of the room HasSubevent [GEN], the room is clean, clean the room, clean the room,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] ordered the cleaner out of the room HinderedBy [GEN], The cleaner is not allowed in the room, The cleaner is in the room., The cleaner is not allowed in the room,0.0,0.805,0.195,0.178,0.0,0.746,0.254,0.178,0.0,0.805,0.195,0.178
[Name] ordered the cleaner out of the room InheritsFrom [GEN], the room to be clean, the room is clean, the room is clean,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room InstanceOf [GEN], PersonY is in the room,  the room is clean, the room is clean,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room IsA [GEN], The cleaner is in the wrong room, the room to be clean, the room is clean,0.316,0.51,0.173,-0.34,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room LocatedNear [GEN], clean the room, clean the room, clean the room,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] ordered the cleaner out of the room LocationOfAction [GEN], the room is clean, the room is clean, clean the room,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402
[Name] ordered the cleaner out of the room MadeOf [GEN], the room is clean, the room is clean, the room to be clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402
[Name] ordered the cleaner out of the room MadeUpOf [GEN], the room is clean, vacuum cleaner, the room,0.0,0.526,0.474,0.402,0.0,0.37,0.63,0.178,0.0,1.0,0.0,0.0
[Name] ordered the cleaner out of the room MotivatedByGoal [GEN], the room to be clean, the room is clean, the room is clean,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room NotCapableOf [GEN], the room is clean, the room is clean, the room is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room NotDesires [GEN], the room is clean, the room is clean, clean the room,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402
[Name] ordered the cleaner out of the room NotHasA [GEN], PersonY is in the room, the room is clean, the room to be clean,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402
[Name] ordered the cleaner out of the room NotHasProperty [GEN], the room is clean, the room is clean, the room is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room NotIsA [GEN], PersonX is in the room., the room to be clean, the room to be clean,0.0,1.0,0.0,0.0,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] ordered the cleaner out of the room NotMadeOf [GEN], the room is clean, the room to be clean, the room is clean,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room ObjectUse [GEN], clean up the mess, clean up the mess, to clean the room,0.347,0.278,0.375,0.052,0.347,0.278,0.375,0.052,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room PartOf [GEN], the room is clean, the room is clean, the room is clean,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room ReceivesAction [GEN], the room is clean, clean the room, clean the room,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402
[Name] ordered the cleaner out of the room RelatedTo [GEN], the room to be clean, the room to be clean, the room is clean,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room SymbolOf [GEN], the room is clean, the room is clean, clean the room,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402
[Name] ordered the cleaner out of the room UsedFor [GEN], the room is clean, the room is clean, clean the room,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402
[Name] ordered the cleaner out of the room isAfter [GEN], PersonX cleans PersonX's room,  the room is dirty, PersonX is cleaning PersonY's room,0.0,1.0,0.0,0.0,0.492,0.508,0.0,-0.44,0.0,1.0,0.0,0.0
[Name] ordered the cleaner out of the room isBefore [GEN], PersonX cleans up the room, the cleaner leaves the room, PersonX cleans up the room,0.0,1.0,0.0,0.0,0.0,0.702,0.298,0.178,0.0,1.0,0.0,0.0
[Name] ordered the cleaner out of the room isFilledBy [GEN], house, trash can, trash can,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] ordered the cleaner out of the room oEffect [GEN], gets yelled at, cleans the room, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] ordered the cleaner out of the room oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] ordered the cleaner out of the room oWant [GEN], to go home, clean the room, to go home,0.0,1.0,0.0,0.0,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] ordered the cleaner out of the room xAttr [GEN], bossy, bossy, bossy,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] ordered the cleaner out of the room xEffect [GEN], gets yelled at, gets yelled at, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] ordered the cleaner out of the room xIntent [GEN], to get rid of something, to get rid of something, to clean the room,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room xNeed [GEN], to be in the room, to be in the room, to be in the room,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] ordered the cleaner out of the room xReact [GEN], relieved, satisfied, angry,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.422,1.0,0.0,0.0,-0.511
[Name] ordered the cleaner out of the room xReason [GEN], The cleaner is in the wrong room,  the room is clean,  the room is clean,0.316,0.51,0.173,-0.34,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] ordered the cleaner out of the room xWant [GEN], to clean the room, to clean the room, to clean the room,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] told the baker to stop selling bread AtLocation [GEN], grocery store, grocery store, grocery store,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread CapableOf [GEN], make a complaint, get a restraining order, eat the bread,0.688,0.312,0.0,-0.296,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread Causes [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread CausesDesire [GEN], the baker to stop selling, the baker to stop selling bread, the baker to stop selling bread,0.355,0.645,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread CreatedBy [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread DefinedAs [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread DesireOf [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread Desires [GEN], to get rid of something, to get rid of the bread, to get rid of something,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread HasA [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread HasFirstSubevent [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.355,0.645,0.0,-0.296
[Name] told the baker to stop selling bread HasLastSubevent [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.355,0.645,0.0,-0.296
[Name] told the baker to stop selling bread HasPainCharacter [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread HasPainIntensity [GEN], the baker to stop selling bread, the baker to stop selling, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.355,0.645,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread HasPrerequisite [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread HasProperty [GEN], good about themselves, good about themselves, the baker to stop,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44,0.423,0.577,0.0,-0.296
[Name] told the baker to stop selling bread HasSubEvent [GEN], gets yelled at, gets yelled at, to stop selling bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.423,0.577,0.0,-0.296
[Name] told the baker to stop selling bread HasSubevent [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread HinderedBy [GEN], The baker refuses to stop selling the bread., The baker refuses to stop selling the bread., The baker has a contract with the baker.,0.239,0.761,0.0,-0.296,0.239,0.761,0.0,-0.296,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread InheritsFrom [GEN], the baker to stop selling, the baker to stop selling bread, the baker to stop selling bread,0.355,0.645,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread InstanceOf [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread IsA [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread LocatedNear [GEN], to get rid of bread, the baker to stop selling bread, the baker to stop selling bread,0.0,1.0,0.0,0.0,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread LocationOfAction [GEN], the baker to stop selling, the baker to stop selling bread, the baker to stop selling bread,0.355,0.645,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread MadeOf [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling the bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.268,0.732,0.0,-0.296
[Name] told the baker to stop selling bread MadeUpOf [GEN], bread, the bread, bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread MotivatedByGoal [GEN], the baker to stop selling, the baker to stop selling, the baker to stop selling bread,0.355,0.645,0.0,-0.296,0.355,0.645,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread NotCapableOf [GEN], the baker to stop selling, the baker to stop selling bread, the baker to stop selling bread,0.355,0.645,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread NotDesires [GEN], the baker to stop selling, the baker to stop selling bread, the baker to stop selling bread,0.355,0.645,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread NotHasA [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.355,0.645,0.0,-0.296
[Name] told the baker to stop selling bread NotHasProperty [GEN], the baker to stop selling, good about themselves, the baker to stop selling bread,0.355,0.645,0.0,-0.296,0.0,0.408,0.592,0.44,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread NotIsA [GEN], the baker to stop selling, the baker to stop selling bread, the baker to stop selling bread,0.355,0.645,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread NotMadeOf [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread ObjectUse [GEN], to get rid of the bread, to get rid of the bread, to get rid of it,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread PartOf [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread ReceivesAction [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread RelatedTo [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread SymbolOf [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread UsedFor [GEN], the baker to stop selling bread, the baker to stop selling bread, the baker to stop selling bread,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread isAfter [GEN], PersonY bought a loaf of bread, PersonY bought a loaf of bread, PersonY bought a loaf of bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread isBefore [GEN], PersonX buys a loaf of bread, PersonY buys a loaf of bread, PersonY buys a loaf of bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread isFilledBy [GEN], bread, bread, bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread oEffect [GEN], none, gets angry at the baker, none,0.0,1.0,0.0,0.0,0.452,0.548,0.0,-0.511,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread oWant [GEN], to make more bread, to make more bread, to make more bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread xAttr [GEN], mean, mean, mean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread xEffect [GEN], gets yelled at, gets yelled at, gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread xIntent [GEN], to get rid of something, to get rid of the bread, the baker to stop selling bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.306,0.694,0.0,-0.296
[Name] told the baker to stop selling bread xNeed [GEN], to go to the bakery, to go to the bakery, to go to the bakery,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread xReact [GEN], angry, good., angry,1.0,0.0,0.0,-0.511,0.0,0.0,1.0,0.44,1.0,0.0,0.0,-0.511
[Name] told the baker to stop selling bread xReason [GEN], the baker is not selling bread,    the bread is too expensive, the baker is not selling bread,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] told the baker to stop selling bread xWant [GEN], to tell the baker to stop, to go to the store, to go to the store,0.306,0.694,0.0,-0.296,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere AtLocation [GEN], library, library, library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere CapableOf [GEN], get in the car, drive to library, get in the car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere Causes [GEN], the librarian's car broke down, the librarian doesn't have a car, the librarian doesn't have a car,0.412,0.588,0.0,-0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere CausesDesire [GEN], the librarian's car broke down, the librarian has a car, the librarian is a good driver,0.412,0.588,0.0,-0.422,0.0,1.0,0.0,0.0,0.0,0.58,0.42,0.44
[Name] never drove the librarian anywhere CreatedBy [GEN], the librarian to be safe, have a good time, to go to the library,0.0,0.58,0.42,0.44,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere DefinedAs [GEN], the librarian's car broke down, the librarian's car broke down, the librarian's car broke down,0.412,0.588,0.0,-0.422,0.412,0.588,0.0,-0.422,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere DesireOf [GEN], the librarian's car broke down, the librarian's car broke down, the librarian's car broke down,0.412,0.588,0.0,-0.422,0.412,0.588,0.0,-0.422,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere Desires [GEN], to be a good friend, to not get in trouble, to be a librarian,0.0,0.247,0.753,0.727,0.0,0.639,0.361,0.309,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere HasA [GEN], the librarian is driving, the librarian has a car, the librarian to be safe,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.58,0.42,0.44
[Name] never drove the librarian anywhere HasFirstSubevent [GEN], the librarian's car broke down, none, the librarian has a car,0.412,0.588,0.0,-0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere HasLastSubevent [GEN], the librarian's car broke down, the librarian drives them to the library, PersonX drives the librarian home,0.412,0.588,0.0,-0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere HasPainCharacter [GEN], the librarian's car broke down, the librarian is driving the car, the librarian asks for a ride,0.412,0.588,0.0,-0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere HasPainIntensity [GEN], get in the car, none, get in the car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere HasPrerequisite [GEN], get out of car, get out of car, the librarian's car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere HasProperty [GEN], the librarian's car broke down, the librarian has a car, the librarian's car broke down,0.412,0.588,0.0,-0.422,0.0,1.0,0.0,0.0,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere HasSubEvent [GEN], get in the car, get out of car, get out of car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere HasSubevent [GEN], the librarian has a car, the librarian to be safe, the librarian to be safe,0.0,1.0,0.0,0.0,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44
[Name] never drove the librarian anywhere HinderedBy [GEN], The librarian's car is broken down., The librarian's car is broken down., The librarian's car is broken down.,0.383,0.617,0.0,-0.477,0.383,0.617,0.0,-0.477,0.383,0.617,0.0,-0.477
[Name] never drove the librarian anywhere InheritsFrom [GEN], the librarian's car broke down, the librarian is a good driver, the librarian's car broke down,0.412,0.588,0.0,-0.422,0.0,0.58,0.42,0.44,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere InstanceOf [GEN], the librarian's car broke down, the librarian has a car, the librarian's car broke down,0.412,0.588,0.0,-0.422,0.0,1.0,0.0,0.0,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere IsA [GEN], the librarian's car broke down, the librarian is a good driver, the librarian's car broke down,0.412,0.588,0.0,-0.422,0.0,0.58,0.42,0.44,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere LocatedNear [GEN], the librarian has a car, to go to library, to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere LocationOfAction [GEN], the librarian's car, the librarian to be safe, the librarian's car broke down,0.0,1.0,0.0,0.0,0.0,0.58,0.42,0.44,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere MadeOf [GEN], the librarian's car broke down, the librarian has a car, the librarian's car broke down,0.412,0.588,0.0,-0.422,0.0,1.0,0.0,0.0,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere MadeUpOf [GEN], a car, librarian, librarian,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere MotivatedByGoal [GEN], the librarian's car broke down, the librarian is a good driver, the librarian's car broke down,0.412,0.588,0.0,-0.422,0.0,0.58,0.42,0.44,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere NotCapableOf [GEN], the librarian has a car, the librarian has a car, the librarian's car broke down,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere NotDesires [GEN], the librarian has a car, the librarian has to go home, the librarian has a car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere NotHasA [GEN], PersonY drives the librarian home, the librarian has a car, the librarian's car broke down,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere NotHasProperty [GEN], the librarian has a car, the librarian's car broke down, the librarian's car broke down,0.0,1.0,0.0,0.0,0.412,0.588,0.0,-0.422,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere NotIsA [GEN], the librarian's car broke down, the librarian asks for a ride, the librarian asks for a ride,0.412,0.588,0.0,-0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere NotMadeOf [GEN], the librarian has a car, the librarian's car broke down, the librarian's car broke down,0.0,1.0,0.0,0.0,0.412,0.588,0.0,-0.422,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere ObjectUse [GEN], to go to the library, to go to the library, to go to the librarian,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere PartOf [GEN], the librarian's car broke down, the librarian drives them home, the librarian has a car,0.412,0.588,0.0,-0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere ReceivesAction [GEN], the librarian's car broke down, the librarian to go home, the librarian to be safe,0.412,0.588,0.0,-0.422,0.0,1.0,0.0,0.0,0.0,0.58,0.42,0.44
[Name] never drove the librarian anywhere RelatedTo [GEN], the librarian has a car, the librarian has a car, the librarian's car broke down,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere SymbolOf [GEN], the librarian's car broke down, the librarian's car broke down, the librarian's car broke down,0.412,0.588,0.0,-0.422,0.412,0.588,0.0,-0.422,0.412,0.588,0.0,-0.422
[Name] never drove the librarian anywhere UsedFor [GEN], the librarian has a car, have a good time, the librarian to be safe,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,0.58,0.42,0.44
[Name] never drove the librarian anywhere isAfter [GEN], PersonY drives PersonY to the library, PersonY drives PersonY to the library, PersonX borrowed the librarian's car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere isBefore [GEN], PersonY drives PersonY to the library, PersonY drives the librarian to the library, PersonX drives the librarian to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere isFilledBy [GEN], car, book, car,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] never drove the librarian anywhere oEffect [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
