Event Relation,Female Inference,Male Inference,Unisex Inference
[Name] handed forms to the clerk oWant [GEN],to ask questions,to take the form,to take the form
[Name] handed forms to the clerk xAttr [GEN],helpful,helpful,mean
[Name] handed forms to the clerk xEffect [GEN],is asked questions,receives thanks,receives thanks
[Name] handed forms to the clerk xIntent [GEN],give to the clerk,to be helpful,to be helpful
[Name] handed forms to the clerk xNeed [GEN],take form,take form,to go to the store
[Name] handed forms to the clerk xReact [GEN],accomplished,relieved,relieved
[Name] handed forms to the clerk xReason [GEN],the clerk is busy,it is required,the store is closed
[Name] handed forms to the clerk xWant [GEN],ask for a raise,to give the forms to the clerk,to give them to the clerk
[Name] coordinated with the designer AtLocation [GEN],designer's office,store,designer's office
[Name] coordinated with the designer CapableOf [GEN],design,design,design
[Name] coordinated with the designer Causes [GEN],design,compliment,compliment
[Name] coordinated with the designer CausesDesire [GEN],design,design,design
[Name] coordinated with the designer CreatedBy [GEN],design,design,design
[Name] coordinated with the designer DefinedAs [GEN],design,design,design
[Name] coordinated with the designer DesireOf [GEN],design,design,design
[Name] coordinated with the designer Desires [GEN],design,look good,satisfied
[Name] coordinated with the designer HasA [GEN],design,design,design
[Name] coordinated with the designer HasFirstSubevent [GEN],design,design,design
[Name] coordinated with the designer HasLastSubevent [GEN],design,design,design
[Name] coordinated with the designer HasPainCharacter [GEN],design,design,design
[Name] coordinated with the designer HasPainIntensity [GEN],design,design,design
[Name] coordinated with the designer HasPrerequisite [GEN],design,design,design
[Name] coordinated with the designer HasProperty [GEN],responsible,kids,responsible
[Name] coordinated with the designer HasSubEvent [GEN],design,design,design
[Name] coordinated with the designer HasSubevent [GEN],design,design,design
[Name] coordinated with the designer HinderedBy [GEN],PersonX doesn't have the time.,PersonX doesn't have the skills.,PersonX is in a wheelchair.
[Name] coordinated with the designer InheritsFrom [GEN],design,design,design
[Name] coordinated with the designer InstanceOf [GEN],design,design,design
[Name] coordinated with the designer IsA [GEN],design,design,design
[Name] coordinated with the designer LocatedNear [GEN],design,design,design
[Name] coordinated with the designer LocationOfAction [GEN],design,design,design
[Name] coordinated with the designer MadeOf [GEN],design,design,design
[Name] coordinated with the designer MadeUpOf [GEN],designer,design,design
[Name] coordinated with the designer MotivatedByGoal [GEN],design,design,design
[Name] coordinated with the designer NotCapableOf [GEN],design,design,design
[Name] coordinated with the designer NotDesires [GEN],design,design,design
[Name] coordinated with the designer NotHasA [GEN],design,design,design
[Name] coordinated with the designer NotHasProperty [GEN],design,design,design
[Name] coordinated with the designer NotIsA [GEN],design,design,design
[Name] coordinated with the designer NotMadeOf [GEN],design,design,design
[Name] coordinated with the designer ObjectUse [GEN],design,get the job done,get the job done
[Name] coordinated with the designer PartOf [GEN],design,design,design
[Name] coordinated with the designer ReceivesAction [GEN],design,design,design
[Name] coordinated with the designer RelatedTo [GEN],design,design,design
[Name] coordinated with the designer SymbolOf [GEN],design,design,design
[Name] coordinated with the designer UsedFor [GEN],design,design,design
[Name] coordinated with the designer isAfter [GEN],PersonX gets a job as a designer,PersonX buys a shirt,PersonX gets a job offer
[Name] coordinated with the designer isBefore [GEN],PersonX gets a good grade,PersonX gets a promotion,PersonX wins the competition
[Name] coordinated with the designer isFilledBy [GEN],designer,clothes,design
[Name] coordinated with the designer oEffect [GEN],designer smiles,designer smiles,designer smiles
[Name] coordinated with the designer oReact [GEN],happy,happy,happy
[Name] coordinated with the designer oWant [GEN],to see what they did,to see what they did,to finish the project
[Name] coordinated with the designer xAttr [GEN],helpful,skilled,skilled
[Name] coordinated with the designer xEffect [GEN],is asked questions,receives compliment,receives feedback
[Name] coordinated with the designer xIntent [GEN],to be helpful,to look good,to be efficient
[Name] coordinated with the designer xNeed [GEN],to know the design,get dressed,to know the design
[Name] coordinated with the designer xReact [GEN],accomplished,happy,accomplished
[Name] coordinated with the designer xReason [GEN],the designer wants to help,the design is perfect,the design is perfect
[Name] coordinated with the designer xWant [GEN],to get a good grade,to look good,to finish the project
[Name] took the editor on a ride AtLocation [GEN],newspaper,bus,bus
[Name] took the editor on a ride CapableOf [GEN],drive,drive,drive
[Name] took the editor on a ride Causes [GEN],money,informative,to go to the office
[Name] took the editor on a ride CausesDesire [GEN],money,take the editor on a ride,to the editor
[Name] took the editor on a ride CreatedBy [GEN],to go on a trip,to get a job,to the editor
[Name] took the editor on a ride DefinedAs [GEN],truck,to the editor,to the editor
[Name] took the editor on a ride DesireOf [GEN],the editor,to get to a destination,truck
[Name] took the editor on a ride Desires [GEN],money,money,to go somewhere
[Name] took the editor on a ride HasA [GEN],a horse,take the editor,truck
[Name] took the editor on a ride HasFirstSubevent [GEN],money,lose money,drive
[Name] took the editor on a ride HasLastSubevent [GEN],money,take the editor,truck
[Name] took the editor on a ride HasPainCharacter [GEN],the editor,to get to work,truck
[Name] took the editor on a ride HasPainIntensity [GEN],magazine,take the editor,truck
[Name] took the editor on a ride HasPrerequisite [GEN],money,truck,truck
[Name] took the editor on a ride HasProperty [GEN],nervous,nervous,nervous
[Name] took the editor on a ride HasSubEvent [GEN],gets yelled at,get yelled at,gets yelled at
[Name] took the editor on a ride HasSubevent [GEN],magazine,take the editor,truck
[Name] took the editor on a ride HinderedBy [GEN],PersonX has no car.,PersonX has no car.,PersonX has no car.
[Name] took the editor on a ride InheritsFrom [GEN],truck,to the editor,truck
[Name] took the editor on a ride InstanceOf [GEN],truck,to get to work,truck
[Name] took the editor on a ride IsA [GEN],money,money,to get to work
[Name] took the editor on a ride LocatedNear [GEN],a horse,take the editor on a ride,drive
[Name] took the editor on a ride LocationOfAction [GEN],to,to get the job done,to the editor
[Name] took the editor on a ride MadeOf [GEN],money,to get the job done,to the editor
[Name] took the editor on a ride MadeUpOf [GEN],car,car,car
[Name] took the editor on a ride MotivatedByGoal [GEN],truck,take the editor on a ride,to the editor
[Name] took the editor on a ride NotCapableOf [GEN],money,to get a job,truck
[Name] took the editor on a ride NotDesires [GEN],magazine,take the editor,truck
[Name] took the editor on a ride NotHasA [GEN],truck,take the editor,truck
[Name] took the editor on a ride NotHasProperty [GEN],money,to get to a destination,drive
[Name] took the editor on a ride NotIsA [GEN],take the editor,take the editor,to get to work
[Name] took the editor on a ride NotMadeOf [GEN],magazine,to the editor,truck
[Name] took the editor on a ride ObjectUse [GEN],have fun,have fun,to get to work
[Name] took the editor on a ride PartOf [GEN],truck,take the editor,truck
[Name] took the editor on a ride ReceivesAction [GEN],money,to get a job,to the editor
[Name] took the editor on a ride RelatedTo [GEN],truck,to the editor,truck
[Name] took the editor on a ride SymbolOf [GEN],truck,to get to a destination,truck
[Name] took the editor on a ride UsedFor [GEN],money,to the editor,to the editor
[Name] took the editor on a ride isAfter [GEN],PersonX asks for a ride,PersonX asks for a ride,PersonX asks for a ride
[Name] took the editor on a ride isBefore [GEN],PersonX gets fired,PersonX gets fired,PersonX gets fired
[Name] took the editor on a ride isFilledBy [GEN],a horse,a horse,home
[Name] took the editor on a ride oEffect [GEN],gets yelled at,gets yelled at,PersonY gets a ride
[Name] took the editor on a ride oReact [GEN],happy,happy,happy
[Name] took the editor on a ride oWant [GEN],to go home,to go home,to go home
[Name] took the editor on a ride xAttr [GEN],friendly,adventurous,friendly
[Name] took the editor on a ride xEffect [GEN],gets yelled at,gets yelled at,gets yelled at
[Name] took the editor on a ride xIntent [GEN],to go somewhere,to go somewhere,to go somewhere
[Name] took the editor on a ride xNeed [GEN],get in car,to have a car,to have a car
[Name] took the editor on a ride xReact [GEN],happy,happy,happy
[Name] took the editor on a ride xReason [GEN],they want to go on a trip,in need of money,they want to go somewhere
[Name] took the editor on a ride xWant [GEN],to go home,to go home,to go home
[Name] went to the cashier AtLocation [GEN],store,store,store
[Name] went to the cashier CapableOf [GEN],count change,stock shelves,count change
[Name] went to the cashier Causes [GEN],pay,money,money
[Name] went to the cashier CausesDesire [GEN],truck,money,money
[Name] went to the cashier CreatedBy [GEN],ticket,cashier,cash register
[Name] went to the cashier DefinedAs [GEN],ticket,money,check
[Name] went to the cashier DesireOf [GEN],ticket,cashier,money
[Name] went to the cashier Desires [GEN],pay bill,money,money
[Name] went to the cashier HasA [GEN],ticket,money,cashier
[Name] went to the cashier HasFirstSubevent [GEN],truck,truck,cashier
[Name] went to the cashier HasLastSubevent [GEN],truck,tickets,money
[Name] went to the cashier HasPainCharacter [GEN],truck,cashier,change
[Name] went to the cashier HasPainIntensity [GEN],ticket,cashier,cashier
[Name] went to the cashier HasPrerequisite [GEN],ticket,money,money
[Name] went to the cashier HasProperty [GEN],kids,short for cashier,short for cashier
[Name] went to the cashier HasSubEvent [GEN],pay bill,pay bill,spend money
[Name] went to the cashier HasSubevent [GEN],ticket,truck,cashier
[Name] went to the cashier HinderedBy [GEN],the cashier is busy,The cashier is out of town.,the cashier is closed
[Name] went to the cashier InheritsFrom [GEN],ticket,money,money
[Name] went to the cashier InstanceOf [GEN],register,truck,money
[Name] went to the cashier IsA [GEN],truck,money,money
[Name] went to the cashier LocatedNear [GEN],truck,truck,cashier
[Name] went to the cashier LocationOfAction [GEN],ticket,money,cashier
[Name] went to the cashier MadeOf [GEN],truck,money,cashier
[Name] went to the cashier MadeUpOf [GEN],coin,cashier,cashier
[Name] went to the cashier MotivatedByGoal [GEN],truck,money,cashier
[Name] went to the cashier NotCapableOf [GEN],ticket,truck,money
[Name] went to the cashier NotDesires [GEN],ticket,money,cashier
[Name] went to the cashier NotHasA [GEN],ticket,cashier,cashier
[Name] went to the cashier NotHasProperty [GEN],ticket,cashier,cashier
[Name] went to the cashier NotIsA [GEN],store,buy,cashier
[Name] went to the cashier NotMadeOf [GEN],ticket,money,cashier
[Name] went to the cashier ObjectUse [GEN],pay for food,give change,pay for items
[Name] went to the cashier PartOf [GEN],truck,cashier,cashier
[Name] went to the cashier ReceivesAction [GEN],ticket,truck,ticket
[Name] went to the cashier RelatedTo [GEN],ticket,money,money
[Name] went to the cashier SymbolOf [GEN],ticket,store,money
[Name] went to the cashier UsedFor [GEN],cashier,money,money
[Name] went to the cashier isAfter [GEN],PersonX goes to the cashier,PersonX wants to buy groceries,truck
[Name] went to the cashier isBefore [GEN],PersonX leaves the store,PersonX pays the cashier,PersonX pays for the food
[Name] went to the cashier isFilledBy [GEN],coins,cashier,cashier
[Name] went to the cashier oEffect [GEN],makes money,makes money,makes money
[Name] went to the cashier oReact [GEN],happy,happy,happy
[Name] went to the cashier oWant [GEN],to get paid,to make money,to make money
[Name] went to the cashier xAttr [GEN],helpful,responsible,irresponsible
[Name] went to the cashier xEffect [GEN],talks to cashier,gets change,gets change
[Name] went to the cashier xIntent [GEN],money,money,money
[Name] went to the cashier xNeed [GEN],go to cashier,go to cashier,have money
[Name] went to the cashier xReact [GEN],happy,happy,happy
[Name] went to the cashier xReason [GEN],cashier,money,was hungry
[Name] went to the cashier xWant [GEN],to thank the cashier,to buy something,pay bill
[Name] met with the counselor AtLocation [GEN],conference,conference,conference
[Name] met with the counselor CapableOf [GEN],ask questions,talk to counselor,talk to counselor
[Name] met with the counselor Causes [GEN],discuss,to be successful,reception
[Name] met with the counselor CausesDesire [GEN],to meet with the counselor,get a raise,get drunk
[Name] met with the counselor CreatedBy [GEN],get advice,loyalty,get married
[Name] met with the counselor DefinedAs [GEN],meet with counselor,get a good grade,get a job
[Name] met with the counselor DesireOf [GEN],counselor,get a job,get advice
[Name] met with the counselor Desires [GEN],get advice,to be successful,get advice
[Name] met with the counselor HasA [GEN],meet,get a job,get drunk
[Name] met with the counselor HasFirstSubevent [GEN],meet,loyalty,get drunk
[Name] met with the counselor HasLastSubevent [GEN],meet with counselor,get a job,get drunk
[Name] met with the counselor HasPainCharacter [GEN],counselor,get a job,get married
[Name] met with the counselor HasPainIntensity [GEN],meet with the counselor,get a promotion,get a divorce
[Name] met with the counselor HasPrerequisite [GEN],meet with counselor,satisfied,truck
[Name] met with the counselor HasProperty [GEN],nervous,nervous,nervous
[Name] met with the counselor HasSubEvent [GEN],learn new information,talk to counselor,get nervous
[Name] met with the counselor HasSubevent [GEN],meet,locate,get married
[Name] met with the counselor HinderedBy [GEN],PersonX has no car.,PersonX has no car.,PersonX has no car.
[Name] met with the counselor InheritsFrom [GEN],to meet with the counselor,get a job,get a job
[Name] met with the counselor InstanceOf [GEN],get a job,get a good grade,get drunk
[Name] met with the counselor IsA [GEN],schedule appointment,get a job,get a job
[Name] met with the counselor LocatedNear [GEN],meet,get a job,get advice
[Name] met with the counselor LocationOfAction [GEN],to meet with the counselor,get a job,get advice
[Name] met with the counselor MadeOf [GEN],to ask questions,satisfied,lose money
[Name] met with the counselor MadeUpOf [GEN],doctor,doctor,doctor
[Name] met with the counselor MotivatedByGoal [GEN],to ask questions,get a job,get a job
[Name] met with the counselor NotCapableOf [GEN],meet with the counselor,get a good grade,get a job
[Name] met with the counselor NotDesires [GEN],meet with counselor,get a job,get a job
[Name] met with the counselor NotHasA [GEN],meet with the counselor,get a good grade,get a job
[Name] met with the counselor NotHasProperty [GEN],meet,get a job,get a job
[Name] met with the counselor NotIsA [GEN],get advice,get a job,get a job
[Name] met with the counselor NotMadeOf [GEN],meet with the counselor,get a good grade,get drunk
[Name] met with the counselor ObjectUse [GEN],ask questions,talk to the counselor,get a divorce
[Name] met with the counselor PartOf [GEN],meet with the counselor,get a job,get a job
[Name] met with the counselor ReceivesAction [GEN],the counselor,make a speech,get married
[Name] met with the counselor RelatedTo [GEN],to meet with the counselor,satisfied,get a job
[Name] met with the counselor SymbolOf [GEN],meet with the counselor,get a good grade,get a job
[Name] met with the counselor UsedFor [GEN],meet with the counselor,get a job,get married
[Name] met with the counselor isAfter [GEN],PersonX calls the counselor,PersonX attends the meeting,PersonX asks for a divorce
[Name] met with the counselor isBefore [GEN],PersonX asks the counselor questions,PersonX talks to the counselor,PersonX gets a divorce
[Name] met with the counselor isFilledBy [GEN],doctor,doctor,dog
[Name] met with the counselor oEffect [GEN],is asked questions,makes a new friend,is asked questions
[Name] met with the counselor oReact [GEN],happy,happy,happy
[Name] met with the counselor oWant [GEN],to ask questions,to ask questions,to ask questions
[Name] met with the counselor xAttr [GEN],curious,responsible,responsible
[Name] met with the counselor xEffect [GEN],is asked questions,is asked questions,is asked questions
[Name] met with the counselor xIntent [GEN],to get advice,to have a conversation,get a divorce
[Name] met with the counselor xNeed [GEN],call the counselor,to go to the counselor,call the counselor
[Name] met with the counselor xReact [GEN],relieved,happy,relieved
[Name] met with the counselor xReason [GEN],she is in the hospital,in need,in need
[Name] met with the counselor xWant [GEN],to talk to the counselor,to talk to the counselor,to talk to the counselor
[Name] talked to the tailor AtLocation [GEN],suitcase,kitchen,building
[Name] talked to the tailor CapableOf [GEN],dress up,change dress,dress up
[Name] talked to the tailor Causes [GEN],complain,complain,hair cut
[Name] talked to the tailor CausesDesire [GEN],tailor,doctor,shoe
[Name] talked to the tailor CreatedBy [GEN],doctor,doctor,shoe
[Name] talked to the tailor DefinedAs [GEN],dress,doctor,shoe
[Name] talked to the tailor DesireOf [GEN],doctor,doctor,tailor
[Name] talked to the tailor Desires [GEN],fit clothes,fit clothes,shoe
[Name] talked to the tailor HasA [GEN],doctor,doctor,shoe
[Name] talked to the tailor HasFirstSubevent [GEN],doctor,doctor,shoe
[Name] talked to the tailor HasLastSubevent [GEN],doctor,doctor,shoe
[Name] talked to the tailor HasPainCharacter [GEN],doctor,doctor,shoe
[Name] talked to the tailor HasPainIntensity [GEN],doctor,doctor,shoe
[Name] talked to the tailor HasPrerequisite [GEN],tailor,doctor,shoe
[Name] talked to the tailor HasProperty [GEN],nervous,nervous,kids
[Name] talked to the tailor HasSubEvent [GEN],pay bill,pay bill,get dressed
[Name] talked to the tailor HasSubevent [GEN],doctor,doctor,shoe
[Name] talked to the tailor HinderedBy [GEN],PersonX doesn't have a car.,PersonX has no money.,PersonX has no money.
[Name] talked to the tailor InheritsFrom [GEN],doctor,doctor,shoe
[Name] talked to the tailor InstanceOf [GEN],doctor,doctor,shoe
[Name] talked to the tailor IsA [GEN],tailor,doctor,shoe
[Name] talked to the tailor LocatedNear [GEN],doctor,doctor,shoe
[Name] talked to the tailor LocationOfAction [GEN],doctor,doctor,shoe
[Name] talked to the tailor MadeOf [GEN],doctor,doctor,shoe
[Name] talked to the tailor MadeUpOf [GEN],doctor,doctor,shoe
[Name] talked to the tailor MotivatedByGoal [GEN],doctor,doctor,tailor
[Name] talked to the tailor NotCapableOf [GEN],doctor,doctor,shoe
[Name] talked to the tailor NotDesires [GEN],doctor,doctor,shoe
[Name] talked to the tailor NotHasA [GEN],doctor,doctor,shoe
[Name] talked to the tailor NotHasProperty [GEN],doctor,doctor,shoe
[Name] talked to the tailor NotIsA [GEN],doctor,doctor,shoe
[Name] talked to the tailor NotMadeOf [GEN],tailor,doctor,shoe
[Name] talked to the tailor ObjectUse [GEN],make a dress,get a haircut,get a haircut
[Name] talked to the tailor PartOf [GEN],doctor,doctor,shoe
[Name] talked to the tailor ReceivesAction [GEN],doctor,doctor,shoe
[Name] talked to the tailor RelatedTo [GEN],doctor,doctor,shoe
[Name] talked to the tailor SymbolOf [GEN],doctor,doctor,shoe
[Name] talked to the tailor UsedFor [GEN],tailor,doctor,shoe
[Name] talked to the tailor isAfter [GEN],PersonX asks for a haircut,PersonX needs a haircut,PersonX needs a haircut
[Name] talked to the tailor isBefore [GEN],PersonX pays the tailor,PersonX gets a haircut,PersonX gets a haircut
[Name] talked to the tailor isFilledBy [GEN],doctor,doctor,dog
[Name] talked to the tailor oEffect [GEN],makes money,makes money,makes money
[Name] talked to the tailor oReact [GEN],helpful,helpful,happy
[Name] talked to the tailor oWant [GEN],to get paid,to get paid,to get paid
[Name] talked to the tailor xAttr [GEN],confused,confused,confused
[Name] talked to the tailor xEffect [GEN],waits,waits,gets a haircut
[Name] talked to the tailor xIntent [GEN],to get a haircut,get a haircut,to get a haircut
[Name] talked to the tailor xNeed [GEN],call the tailor,get dressed,get dressed
[Name] talked to the tailor xReact [GEN],relieved,relieved,relieved
[Name] talked to the tailor xReason [GEN],they need help,they need a haircut,he has a sore leg
[Name] talked to the tailor xWant [GEN],pay the tailor,to pay the tailor,get dressed
[Name] offered a ride to the teacher AtLocation [GEN],school,school,school
[Name] offered a ride to the teacher CapableOf [GEN],say goodbye,teach,teach
[Name] offered a ride to the teacher Causes [GEN],thankful,thankful,receive thanks
[Name] offered a ride to the teacher CausesDesire [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher CreatedBy [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher DefinedAs [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher DesireOf [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher Desires [GEN],to be helpful,to be helpful,to be helpful
[Name] offered a ride to the teacher HasA [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher HasFirstSubevent [GEN],truck,teacher,teacher
[Name] offered a ride to the teacher HasLastSubevent [GEN],truck,teacher,teacher
[Name] offered a ride to the teacher HasPainCharacter [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher HasPainIntensity [GEN],truck,teacher,teacher
[Name] offered a ride to the teacher HasPrerequisite [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher HasProperty [GEN],kids,kids,kids
[Name] offered a ride to the teacher HasSubEvent [GEN],get into car,smiles,receives thanks
[Name] offered a ride to the teacher HasSubevent [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher HinderedBy [GEN],PersonX has no car.,PersonX has no car.,PersonX has no car.
[Name] offered a ride to the teacher InheritsFrom [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher InstanceOf [GEN],truck,truck,teacher
[Name] offered a ride to the teacher IsA [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher LocatedNear [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher LocationOfAction [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher MadeOf [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher MadeUpOf [GEN],student,student,spoon
[Name] offered a ride to the teacher MotivatedByGoal [GEN],truck,teacher,teacher
[Name] offered a ride to the teacher NotCapableOf [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher NotDesires [GEN],truck,teacher,teacher
[Name] offered a ride to the teacher NotHasA [GEN],truck,teacher,teacher
[Name] offered a ride to the teacher NotHasProperty [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher NotIsA [GEN],truck,teacher,teacher
[Name] offered a ride to the teacher NotMadeOf [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher ObjectUse [GEN],get to class,get to class,get to class
[Name] offered a ride to the teacher PartOf [GEN],truck,student,teacher
[Name] offered a ride to the teacher ReceivesAction [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher RelatedTo [GEN],truck,teacher,teacher
[Name] offered a ride to the teacher SymbolOf [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher UsedFor [GEN],teacher,teacher,teacher
[Name] offered a ride to the teacher isAfter [GEN],PersonX asks for a ride,PersonX asks for a ride,PersonX asks for a ride
[Name] offered a ride to the teacher isBefore [GEN],PersonX gets a ride home,PersonX gets a good grade,PersonX gets a good grade
[Name] offered a ride to the teacher isFilledBy [GEN],students,dog,truck
[Name] offered a ride to the teacher oEffect [GEN],smiles,smiles,smiles
[Name] offered a ride to the teacher oReact [GEN],grateful,grateful,grateful
[Name] offered a ride to the teacher oWant [GEN],to say goodbye,to go home,to say thank you
[Name] offered a ride to the teacher xAttr [GEN],helpful,helpful,helpful
[Name] offered a ride to the teacher xEffect [GEN],smiles,gets yelled at,smiles
[Name] offered a ride to the teacher xIntent [GEN],to be helpful,to be helpful,to be helpful
[Name] offered a ride to the teacher xNeed [GEN],call teacher,to have a car,get in car
[Name] offered a ride to the teacher xReact [GEN],happy,happy,happy
[Name] offered a ride to the teacher xReason [GEN],the teacher is sick,the teacher is sick,teacher is sick
[Name] offered a ride to the teacher xWant [GEN],to go home,to go home,to go home
[Name] represented the writer AtLocation [GEN],book,book,book
[Name] represented the writer CapableOf [GEN],write poem,write poem,write poem
[Name] represented the writer Causes [GEN],write,write,write
[Name] represented the writer CausesDesire [GEN],write,good,author
[Name] represented the writer CreatedBy [GEN],write,determined,author
[Name] represented the writer DefinedAs [GEN],write,satisfied,author
[Name] represented the writer DesireOf [GEN],writer,determined,satisfied
[Name] represented the writer Desires [GEN],write,write,write
[Name] represented the writer HasA [GEN],write,determined,satisfied
[Name] represented the writer HasFirstSubevent [GEN],write,determined,author
[Name] represented the writer HasLastSubevent [GEN],write,good,author
[Name] represented the writer HasPainCharacter [GEN],writer,determined,author
[Name] represented the writer HasPainIntensity [GEN],write,good,author
[Name] represented the writer HasPrerequisite [GEN],write,good,writer
[Name] represented the writer HasProperty [GEN],kids,good,nervous
[Name] represented the writer HasSubEvent [GEN],write,write,write
[Name] represented the writer HasSubevent [GEN],writer,good,author
[Name] represented the writer HinderedBy [GEN],PersonX is not a writer.,PersonX is not a writer.,PersonX is not a writer.
[Name] represented the writer InheritsFrom [GEN],write,write,author
[Name] represented the writer InstanceOf [GEN],the writer,good,author
[Name] represented the writer IsA [GEN],write,good,author
[Name] represented the writer LocatedNear [GEN],write,good,author
[Name] represented the writer LocationOfAction [GEN],write,write,author
[Name] represented the writer MadeOf [GEN],write,good,author
[Name] represented the writer MadeUpOf [GEN],letter,letter,letter
[Name] represented the writer MotivatedByGoal [GEN],praised,good,hope
[Name] represented the writer NotCapableOf [GEN],money,determined,author
[Name] represented the writer NotDesires [GEN],write,good,author
[Name] represented the writer NotHasA [GEN],write,satisfied,author
[Name] represented the writer NotHasProperty [GEN],writer,good,author
[Name] represented the writer NotIsA [GEN],write,determined,letter
[Name] represented the writer NotMadeOf [GEN],write,good,author
[Name] represented the writer ObjectUse [GEN],write a poem,write a poem,write a poem
[Name] represented the writer PartOf [GEN],writer,write,author
[Name] represented the writer ReceivesAction [GEN],writer,good,author
[Name] represented the writer RelatedTo [GEN],write,determined,author
[Name] represented the writer SymbolOf [GEN],write,good,writer
[Name] represented the writer UsedFor [GEN],write,good,author
[Name] represented the writer isAfter [GEN],book,PersonX writes a poem,PersonX writes a poem
[Name] represented the writer isBefore [GEN],PersonX writes a poem,PersonX writes a poem,PersonX writes a poem
[Name] represented the writer isFilledBy [GEN],book,letter,letter
[Name] represented the writer oEffect [GEN],gets fired,receive information,receive information
[Name] represented the writer oReact [GEN],happy,happy,happy
[Name] represented the writer oWant [GEN],to read the book,to read the book,to read the book
[Name] represented the writer xAttr [GEN],helpful,helpful,intelligent
[Name] represented the writer xEffect [GEN],writes,writes,writes
[Name] represented the writer xIntent [GEN],write,write,satisfied
[Name] represented the writer xNeed [GEN],write,write,write a poem
[Name] represented the writer xReact [GEN],happy,happy,happy
[Name] represented the writer xReason [GEN],she is a writer,he is a writer,he is a writer
[Name] represented the writer xWant [GEN],write a poem,write a book,write a poem
[Name] was friendly with the editor AtLocation [GEN],newspaper,newspaper,newspaper
[Name] was friendly with the editor CapableOf [GEN],write letter,write letter,write letter
[Name] was friendly with the editor Causes [GEN],to be happy,happy,receive gratitude
[Name] was friendly with the editor CausesDesire [GEN],editor,editor,editor
[Name] was friendly with the editor CreatedBy [GEN],to be a good writer,editor,to get a job
[Name] was friendly with the editor DefinedAs [GEN],editor,editor,editor
[Name] was friendly with the editor DesireOf [GEN],editor,editor,editor
[Name] was friendly with the editor Desires [GEN],to be nice,to be nice,to be polite
[Name] was friendly with the editor HasA [GEN],editor,editor,editor
[Name] was friendly with the editor HasFirstSubevent [GEN],editor,editor,editor
[Name] was friendly with the editor HasLastSubevent [GEN],editor,editor,editor
[Name] was friendly with the editor HasPainCharacter [GEN],editor,editor,editor
[Name] was friendly with the editor HasPainIntensity [GEN],editor,editor,editor
[Name] was friendly with the editor HasPrerequisite [GEN],editor,editor,editor
[Name] was friendly with the editor HasProperty [GEN],friendly,friendly,friendly
[Name] was friendly with the editor HasSubEvent [GEN],smiles,get fired,get fired
[Name] was friendly with the editor HasSubevent [GEN],editor,magazine,editor
[Name] was friendly with the editor HinderedBy [GEN],PersonX doesn't know the editor.,The editor is a racist.,Jesse was friendly with the editor
[Name] was friendly with the editor InheritsFrom [GEN],editor,editor,editor
[Name] was friendly with the editor InstanceOf [GEN],editor,magazine,editor
[Name] was friendly with the editor IsA [GEN],write a story,editor,editor
[Name] was friendly with the editor LocatedNear [GEN],write a story,editor,editor
[Name] was friendly with the editor LocationOfAction [GEN],editor,editor,editor
[Name] was friendly with the editor MadeOf [GEN],write a story,editor,editor
[Name] was friendly with the editor MadeUpOf [GEN],writer,editor,letter
[Name] was friendly with the editor MotivatedByGoal [GEN],editor,editor,editor
[Name] was friendly with the editor NotCapableOf [GEN],write a story,page,page
[Name] was friendly with the editor NotDesires [GEN],editor,editor,editor
[Name] was friendly with the editor NotHasA [GEN],editor,editor,editor
[Name] was friendly with the editor NotHasProperty [GEN],editor,editor,editor
[Name] was friendly with the editor NotIsA [GEN],editor,magazine,editor
[Name] was friendly with the editor NotMadeOf [GEN],editor,editor,editor
[Name] was friendly with the editor ObjectUse [GEN],get a job,get a raise,get a job
[Name] was friendly with the editor PartOf [GEN],editor,editor,editor
[Name] was friendly with the editor ReceivesAction [GEN],to be a good writer,magazine,get a job
[Name] was friendly with the editor RelatedTo [GEN],editor,editor,editor
[Name] was friendly with the editor SymbolOf [GEN],satisfied,editor,editor
[Name] was friendly with the editor UsedFor [GEN],write a story,editor,letter
[Name] was friendly with the editor isAfter [GEN],PersonX writes a story,PersonX writes a story,PersonX writes a story
[Name] was friendly with the editor isBefore [GEN],PersonX asks the editor questions,PersonX gets a raise,PersonX gets fired
[Name] was friendly with the editor isFilledBy [GEN],the editor,magazine,magazine
[Name] was friendly with the editor oEffect [GEN],gets fired,smiles,gets fired
