,Event Relation,Female Inference,Male Inference,PersonX Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,PersonX Sentiment: Negative,PersonX Sentiment: Neutral,PersonX Sentiment: Positive,PersonX Sentiment: Compound,Unisex Inference,Unisex Sentiment: Compound,Unisex Sentiment: Positive,Unisex Sentiment: Negative,Unisex Sentiment: Neutral
11569,[Name] represented the writer oWant [GEN],to read the book,to read the book,to read the book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to read the book,0.0,0.0,0.0,1.0
11570,[Name] represented the writer xAttr [GEN],helpful,helpful,helpful,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,intelligent,0.459,1.0,0.0,0.0
11571,[Name] represented the writer xEffect [GEN],writes,writes,is asked questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,writes,0.0,0.0,0.0,1.0
11572,[Name] represented the writer xIntent [GEN],write,write,to be helpful,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.422,satisfied,0.422,1.0,0.0,0.0
11573,[Name] represented the writer xNeed [GEN],write,write,to write a story,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,write a poem,0.0,0.0,0.0,1.0
11574,[Name] represented the writer xReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
11575,[Name] represented the writer xReason [GEN],she is a writer,he is a writer,PersonX is a lawyer,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,he is a writer,0.0,0.0,0.0,1.0
11576,[Name] represented the writer xWant [GEN],write a poem,write a book,to write a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,write a poem,0.0,0.0,0.0,1.0
11577,[Name] was friendly with the editor AtLocation [GEN],newspaper,newspaper,office,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,newspaper,0.0,0.0,0.0,1.0
11578,[Name] was friendly with the editor CapableOf [GEN],write letter,write letter,write a letter,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,write letter,0.0,0.0,0.0,1.0
11579,[Name] was friendly with the editor Causes [GEN],to be happy,happy,to thank the editor,0.0,0.351,0.649,0.572,0.0,0.0,1.0,0.572,0.0,0.545,0.455,0.361,receive gratitude,0.511,0.767,0.0,0.233
11580,[Name] was friendly with the editor CausesDesire [GEN],editor,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11581,[Name] was friendly with the editor CreatedBy [GEN],to be a good writer,editor,to help the editor,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,to get a job,0.0,0.0,0.0,1.0
11582,[Name] was friendly with the editor DefinedAs [GEN],editor,editor,to help the editor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,editor,0.0,0.0,0.0,1.0
11583,[Name] was friendly with the editor DesireOf [GEN],editor,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11584,[Name] was friendly with the editor Desires [GEN],to be nice,to be nice,to be kind,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.37,0.63,0.527,to be polite,0.0,0.0,0.0,1.0
11585,[Name] was friendly with the editor HasA [GEN],editor,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11586,[Name] was friendly with the editor HasFirstSubevent [GEN],editor,editor,to help the editor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,editor,0.0,0.0,0.0,1.0
11587,[Name] was friendly with the editor HasLastSubevent [GEN],editor,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11588,[Name] was friendly with the editor HasPainCharacter [GEN],editor,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11589,[Name] was friendly with the editor HasPainIntensity [GEN],editor,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11590,[Name] was friendly with the editor HasPrerequisite [GEN],editor,editor,to help the editor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,editor,0.0,0.0,0.0,1.0
11591,[Name] was friendly with the editor HasProperty [GEN],friendly,friendly,friendly,0.0,0.0,1.0,0.494,0.0,0.0,1.0,0.494,0.0,0.0,1.0,0.494,friendly,0.494,1.0,0.0,0.0
11592,[Name] was friendly with the editor HasSubEvent [GEN],smiles,get fired,smiles,0.0,0.0,1.0,0.477,0.783,0.217,0.0,-0.557,0.0,0.0,1.0,0.477,get fired,-0.557,0.0,0.783,0.217
11593,[Name] was friendly with the editor HasSubevent [GEN],editor,magazine,to make a good impression,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.294,0.706,0.586,editor,0.0,0.0,0.0,1.0
11594,[Name] was friendly with the editor HinderedBy [GEN],PersonX doesn't know the editor.,The editor is a racist.,PersonX is a mean person.,0.0,1.0,0.0,0.0,0.571,0.429,0.0,-0.612,0.0,1.0,0.0,0.0,Jesse was friendly with the editor,0.494,0.39,0.0,0.61
11595,[Name] was friendly with the editor InheritsFrom [GEN],editor,editor,to help the editor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,editor,0.0,0.0,0.0,1.0
11596,[Name] was friendly with the editor InstanceOf [GEN],editor,magazine,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11597,[Name] was friendly with the editor IsA [GEN],write a story,editor,to make a good impression,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.294,0.706,0.586,editor,0.0,0.0,0.0,1.0
11598,[Name] was friendly with the editor LocatedNear [GEN],write a story,editor,to make a good impression,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.294,0.706,0.586,editor,0.0,0.0,0.0,1.0
11599,[Name] was friendly with the editor LocationOfAction [GEN],editor,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11600,[Name] was friendly with the editor MadeOf [GEN],write a story,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11601,[Name] was friendly with the editor MadeUpOf [GEN],writer,editor,friendly,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.494,letter,0.0,0.0,0.0,1.0
11602,[Name] was friendly with the editor MotivatedByGoal [GEN],editor,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11603,[Name] was friendly with the editor NotCapableOf [GEN],write a story,page,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,page,0.0,0.0,0.0,1.0
11604,[Name] was friendly with the editor NotDesires [GEN],editor,editor,to help the editor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,editor,0.0,0.0,0.0,1.0
11605,[Name] was friendly with the editor NotHasA [GEN],editor,editor,to help the editor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402,editor,0.0,0.0,0.0,1.0
11606,[Name] was friendly with the editor NotHasProperty [GEN],editor,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11607,[Name] was friendly with the editor NotIsA [GEN],editor,magazine,to make a good impression,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.294,0.706,0.586,editor,0.0,0.0,0.0,1.0
11608,[Name] was friendly with the editor NotMadeOf [GEN],editor,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11609,[Name] was friendly with the editor ObjectUse [GEN],get a job,get a raise,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get a job,0.0,0.0,0.0,1.0
11610,[Name] was friendly with the editor PartOf [GEN],editor,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11611,[Name] was friendly with the editor ReceivesAction [GEN],to be a good writer,magazine,to get a job,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get a job,0.0,0.0,0.0,1.0
11612,[Name] was friendly with the editor RelatedTo [GEN],editor,editor,to get a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11613,[Name] was friendly with the editor SymbolOf [GEN],satisfied,editor,to get a job,0.0,0.0,1.0,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,editor,0.0,0.0,0.0,1.0
11614,[Name] was friendly with the editor UsedFor [GEN],write a story,editor,to make a good impression,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.294,0.706,0.586,letter,0.0,0.0,0.0,1.0
11615,[Name] was friendly with the editor isAfter [GEN],PersonX writes a story,PersonX writes a story,PersonX writes a story,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX writes a story,0.0,0.0,0.0,1.0
11616,[Name] was friendly with the editor isBefore [GEN],PersonX asks the editor questions,PersonX gets a raise,PersonX asks the editor questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX gets fired,-0.557,0.0,0.643,0.357
11617,[Name] was friendly with the editor isFilledBy [GEN],the editor,magazine,the editor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,magazine,0.0,0.0,0.0,1.0
11618,[Name] was friendly with the editor oEffect [GEN],gets fired,smiles,the editor smiles,0.783,0.217,0.0,-0.557,0.0,0.0,1.0,0.477,0.0,0.392,0.608,0.477,gets fired,-0.557,0.0,0.783,0.217
11619,[Name] was friendly with the editor oReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
11620,[Name] was friendly with the editor oWant [GEN],to ask questions,to thank him,to thank PersonX,0.0,1.0,0.0,0.0,0.0,0.444,0.556,0.361,0.0,0.444,0.556,0.361,to thank them,0.361,0.556,0.0,0.444
11621,[Name] was friendly with the editor xAttr [GEN],friendly,friendly,friendly,0.0,0.0,1.0,0.494,0.0,0.0,1.0,0.494,0.0,0.0,1.0,0.494,friendly,0.494,1.0,0.0,0.0
11622,[Name] was friendly with the editor xEffect [GEN],gets a promotion,smiles,receives feedback,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.477,0.0,1.0,0.0,0.0,gets fired,-0.557,0.0,0.783,0.217
11623,[Name] was friendly with the editor xIntent [GEN],to be nice,to be nice,to be friendly,0.0,0.417,0.583,0.422,0.0,0.417,0.583,0.422,0.0,0.385,0.615,0.494,to be polite,0.0,0.0,0.0,1.0
11624,[Name] was friendly with the editor xNeed [GEN],to approach the editor,write a letter,to approach the editor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,write a letter,0.0,0.0,0.0,1.0
11625,[Name] was friendly with the editor xReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
11626,[Name] was friendly with the editor xReason [GEN],she likes the editor,the editor likes him,the editor is friendly,0.0,0.517,0.483,0.422,0.0,0.517,0.483,0.422,0.0,0.484,0.516,0.494,the editor likes him,0.422,0.483,0.0,0.517
11627,[Name] was friendly with the editor xWant [GEN],to ask for a raise,to get a raise,to ask the editor questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to get a raise,0.0,0.0,0.0,1.0
11628,[Name] went to the tailor AtLocation [GEN],building,shop,theatre,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,suitcase,0.0,0.0,0.0,1.0
11629,[Name] went to the tailor CapableOf [GEN],dress up,dress up,dress up,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dress up,0.0,0.0,0.0,1.0
11630,[Name] went to the tailor Causes [GEN],hair cut,pay,to get dressed,0.677,0.323,0.0,-0.273,1.0,0.0,0.0,-0.103,0.0,1.0,0.0,0.0,to go home,0.0,0.0,0.0,1.0
11631,[Name] went to the tailor CausesDesire [GEN],hair cut,doctor,to get dressed,0.677,0.323,0.0,-0.273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11632,[Name] went to the tailor CreatedBy [GEN],get haircut,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11633,[Name] went to the tailor DefinedAs [GEN],dresser,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dresser,0.0,0.0,0.0,1.0
11634,[Name] went to the tailor DesireOf [GEN],get haircut,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11635,[Name] went to the tailor Desires [GEN],get haircut,fit clothes,to get dressed,0.0,1.0,0.0,0.0,0.0,0.286,0.714,0.361,0.0,1.0,0.0,0.0,fit clothes,0.361,0.714,0.0,0.286
11636,[Name] went to the tailor HasA [GEN],hair cut,doctor,to get dressed,0.677,0.323,0.0,-0.273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11637,[Name] went to the tailor HasFirstSubevent [GEN],hair cut,doctor,to get dressed,0.677,0.323,0.0,-0.273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11638,[Name] went to the tailor HasLastSubevent [GEN],get haircut,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11639,[Name] went to the tailor HasPainCharacter [GEN],doctor,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11640,[Name] went to the tailor HasPainIntensity [GEN],get haircut,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11641,[Name] went to the tailor HasPrerequisite [GEN],hair cut,doctor,to get dressed,0.677,0.323,0.0,-0.273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dresser,0.0,0.0,0.0,1.0
11642,[Name] went to the tailor HasProperty [GEN],sick,nervous,responsible,1.0,0.0,0.0,-0.511,1.0,0.0,0.0,-0.273,0.0,0.0,1.0,0.318,kids,0.0,0.0,0.0,1.0
11643,[Name] went to the tailor HasSubEvent [GEN],get dressed,pay bill,get dressed,0.0,1.0,0.0,0.0,0.583,0.417,0.0,-0.103,0.0,1.0,0.0,0.0,get dressed,0.0,0.0,0.0,1.0
11644,[Name] went to the tailor HasSubevent [GEN],dresser,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dresser,0.0,0.0,0.0,1.0
11645,[Name] went to the tailor HinderedBy [GEN],PersonX has no money.,PersonX has no money.,PersonX has no money.,0.423,0.577,0.0,-0.296,0.423,0.577,0.0,-0.296,0.423,0.577,0.0,-0.296,PersonX has no money.,-0.296,0.0,0.423,0.577
11646,[Name] went to the tailor InheritsFrom [GEN],get haircut,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dresser,0.0,0.0,0.0,1.0
11647,[Name] went to the tailor InstanceOf [GEN],get haircut,doctor,to get a haircut,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11648,[Name] went to the tailor IsA [GEN],get haircut,doctor,to try on clothes,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dresser,0.0,0.0,0.0,1.0
11649,[Name] went to the tailor LocatedNear [GEN],get haircut,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11650,[Name] went to the tailor LocationOfAction [GEN],doctor,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dresser,0.0,0.0,0.0,1.0
11651,[Name] went to the tailor MadeOf [GEN],get haircut,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11652,[Name] went to the tailor MadeUpOf [GEN],doctor,doctor,dress,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11653,[Name] went to the tailor MotivatedByGoal [GEN],dresser,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11654,[Name] went to the tailor NotCapableOf [GEN],get haircut,doctor,to try on clothes,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11655,[Name] went to the tailor NotDesires [GEN],doctor,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11656,[Name] went to the tailor NotHasA [GEN],doctor,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11657,[Name] went to the tailor NotHasProperty [GEN],doctor,doctor,to find a tailor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,dresser,0.0,0.0,0.0,1.0
11658,[Name] went to the tailor NotIsA [GEN],hair cut,doctor,to get a haircut,0.677,0.323,0.0,-0.273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11659,[Name] went to the tailor NotMadeOf [GEN],doctor,doctor,to get a haircut,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11660,[Name] went to the tailor ObjectUse [GEN],get a haircut,get a haircut,get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get a haircut,0.0,0.0,0.0,1.0
11661,[Name] went to the tailor PartOf [GEN],doctor,doctor,to pay the doctor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.318,0.682,0.0,-0.103,doctor,0.0,0.0,0.0,1.0
11662,[Name] went to the tailor ReceivesAction [GEN],get haircut,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11663,[Name] went to the tailor RelatedTo [GEN],get haircut,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11664,[Name] went to the tailor SymbolOf [GEN],hair cut,doctor,to get dressed,0.677,0.323,0.0,-0.273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11665,[Name] went to the tailor UsedFor [GEN],get haircut,doctor,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11666,[Name] went to the tailor isAfter [GEN],PersonX is in the hospital,PersonX gets in the car,PersonX needs a haircut,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX needs a haircut,0.0,0.0,0.0,1.0
11667,[Name] went to the tailor isBefore [GEN],PersonX gets a haircut,PersonX gets a haircut,PersonX gets a haircut,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,PersonX gets a haircut,0.0,0.0,0.0,1.0
11668,[Name] went to the tailor isFilledBy [GEN],doctor,doctor,home,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,doctor,0.0,0.0,0.0,1.0
11669,[Name] went to the tailor oEffect [GEN],makes money,makes money,they make money,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,makes money,0.0,0.0,0.0,1.0
11670,[Name] went to the tailor oReact [GEN],happy,happy,happy,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,0.0,0.0,1.0,0.572,happy,0.572,1.0,0.0,0.0
11671,[Name] went to the tailor oWant [GEN],get paid,to get paid,to get paid,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to get paid,0.0,0.0,0.0,1.0
11672,[Name] went to the tailor xAttr [GEN],responsible,responsible,responsible,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,responsible,0.318,1.0,0.0,0.0
11673,[Name] went to the tailor xEffect [GEN],waits in line,waits,waits in line,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,waits in line,0.0,0.0,0.0,1.0
11674,[Name] went to the tailor xIntent [GEN],get dressed,to get a haircut,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to get a haircut,0.0,0.0,0.0,1.0
11675,[Name] went to the tailor xNeed [GEN],get dressed,get dressed,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,get dressed,0.0,0.0,0.0,1.0
11676,[Name] went to the tailor xReact [GEN],relieved,relieved,satisfied,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.422,relieved,0.382,1.0,0.0,0.0
11677,[Name] went to the tailor xReason [GEN],you're hungry,it's required,they need a haircut,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,they need a haircut,0.0,0.0,0.0,1.0
11678,[Name] went to the tailor xWant [GEN],get dressed,to buy clothes,to get dressed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,to pay the tailor,-0.103,0.0,0.318,0.682
11679,[Name] stopped by the librarian AtLocation [GEN],library,library,library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,library,0.0,0.0,0.0,1.0
11680,[Name] stopped by the librarian CapableOf [GEN],page student,page clerk,read book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,page student,0.0,0.0,0.0,1.0
11681,[Name] stopped by the librarian Causes [GEN],librarian,librarian,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11682,[Name] stopped by the librarian CausesDesire [GEN],librarian,book,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11683,[Name] stopped by the librarian CreatedBy [GEN],library,book,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,library,0.0,0.0,0.0,1.0
11684,[Name] stopped by the librarian DefinedAs [GEN],book,book,to buy a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11685,[Name] stopped by the librarian DesireOf [GEN],librarian,book,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,library,0.0,0.0,0.0,1.0
11686,[Name] stopped by the librarian Desires [GEN],to ask a question,librarian,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11687,[Name] stopped by the librarian HasA [GEN],librarian,librarian,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11688,[Name] stopped by the librarian HasFirstSubevent [GEN],librarian,book,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,library,0.0,0.0,0.0,1.0
11689,[Name] stopped by the librarian HasLastSubevent [GEN],librarian,book,to buy a book,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,library,0.0,0.0,0.0,1.0
11690,[Name] stopped by the librarian HasPainCharacter [GEN],librarian,book,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,library,0.0,0.0,0.0,1.0
11691,[Name] stopped by the librarian HasPainIntensity [GEN],librarian,librarian,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11692,[Name] stopped by the librarian HasPrerequisite [GEN],librarian,book,to go to the library,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,library,0.0,0.0,0.0,1.0
11693,[Name] stopped by the librarian HasProperty [GEN],found in library,found in library,responsible,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.318,kids,0.0,0.0,0.0,1.0
11694,[Name] stopped by the librarian HasSubEvent [GEN],learn,listen,is asked questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,leave,-0.052,0.0,1.0,0.0
11695,[Name] stopped by the librarian HasSubevent [GEN],library,librarian,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,librarian,0.0,0.0,0.0,1.0
11696,[Name] stopped by the librarian HinderedBy [GEN],Katherine stopped by the librarian,The librarian won't let anyone stop.,The librarian won't let them.,0.322,0.678,0.0,-0.226,0.0,0.726,0.274,0.224,0.0,1.0,0.0,0.0,the librarian is too busy,0.0,0.0,0.0,1.0
