Event Relation,Female Inference,Male Inference,PersonX Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,PersonX Sentiment: Negative,PersonX Sentiment: Neutral,PersonX Sentiment: Positive,PersonX Sentiment: Compound
[Name] respected the housekeeper HasFirstSubevent [GEN], have a clean house, house is clean, PersonX pays the housekeeper,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] respected the housekeeper HasLastSubevent [GEN], the housekeeper was a good worker, the house to be clean, PersonX pays the housekeeper,0.0,0.58,0.42,0.44,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] respected the housekeeper HasPainCharacter [GEN], the house is clean, the house to be clean, PersonX pays the housekeeper well,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,0.656,0.344,0.273
[Name] respected the housekeeper HasPainIntensity [GEN], have a clean house, have a clean house, PersonX pays the housekeeper,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] respected the housekeeper HasPrerequisite [GEN], have a clean house, clean the house, PersonX has a clean house,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402
[Name] respected the housekeeper HasProperty [GEN], good., good, none,0.0,0.0,1.0,0.44,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0
[Name] respected the housekeeper HasSubEvent [GEN], have a clean house, have a clean house, PersonX thanked the housekeeper,0.0,0.426,0.574,0.402,0.0,0.426,0.574,0.402,0.0,0.508,0.492,0.44
[Name] respected the housekeeper HasSubevent [GEN], have a clean house, the house to be clean, none,0.0,0.426,0.574,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] respected the housekeeper HinderedBy [GEN], The housekeeper is rude to everyone., The housekeeper is rude to everyone., PersonX doesn't know the housekeeper.,0.375,0.625,0.0,-0.459,0.375,0.625,0.0,-0.459,0.0,1.0,0.0,0.0
[Name] respected the housekeeper InheritsFrom [GEN], the house is clean, the house is clean, good about themselves,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.408,0.592,0.44
[Name] respected the housekeeper InstanceOf [GEN], the house is clean, the house is clean, PersonX cleans the house,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] respected the housekeeper IsA [GEN], the house is clean, the house to be clean, PersonX cleans up the house,0.0,0.526,0.474,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] respected the housekeeper LocatedNear [GEN], to have a clean house, have a clean house, to have a clean house,0.0,0.526,0.474,0.402,0.0,0.426,0.574,0.402,0.0,0.526,0.474,0.402
[Name] respected the housekeeper LocationOfAction [GEN], the house to be clean, the house to be clean, the house to be clean,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402
[Name] respected the housekeeper MadeOf [GEN], the house to be clean, the house to be clean, the housekeeper to be nice,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,0.588,0.412,0.422
[Name] respected the housekeeper MadeUpOf [GEN], the house, the house, PersonX cleans the house every day,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] respected the housekeeper MotivatedByGoal [GEN], the house to be clean, the house to be clean, PersonX cleans the house every day,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] respected the housekeeper NotCapableOf [GEN], have a clean house, none, PersonX likes the housekeeper,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0,0.0,0.517,0.483,0.422
[Name] respected the housekeeper NotDesires [GEN], the house is clean, cleanliness, PersonX has a clean house,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0,0.0,0.526,0.474,0.402
[Name] respected the housekeeper NotHasA [GEN], The housekeeper is very nice, the house to be clean, PersonX pays the housekeeper,0.0,0.564,0.436,0.475,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] respected the housekeeper NotHasProperty [GEN], none, good, none,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0
[Name] respected the housekeeper NotIsA [GEN], the house to be clean, the house to be clean, PersonX pays the housekeeper,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,1.0,0.0,0.0
[Name] respected the housekeeper NotMadeOf [GEN], the house is clean, the house is clean, PersonX cleans the house every day,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,1.0,0.0,0.0
[Name] respected the housekeeper ObjectUse [GEN], to have a clean house, to have a clean house, to have a clean house,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402,0.0,0.526,0.474,0.402
[Name] respected the housekeeper PartOf [GEN], the house to be clean, the house is clean, PersonX is grateful to the housekeeper,0.0,0.597,0.403,0.402,0.0,0.526,0.474,0.402,0.0,0.625,0.375,0.459
[Name] respected the housekeeper ReceivesAction [GEN], none, clean the house, PersonX pays the housekeeper well,0.0,1.0,0.0,0.0,0.0,0.426,0.574,0.402,0.0,0.656,0.344,0.273
[Name] respected the housekeeper RelatedTo [GEN], none, none, PersonX is grateful for the help,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.412,0.588,0.691
[Name] respected the housekeeper SymbolOf [GEN], the house to be clean, the house to be clean, PersonX pays the housekeeper well,0.0,0.597,0.403,0.402,0.0,0.597,0.403,0.402,0.0,0.656,0.344,0.273
[Name] respected the housekeeper UsedFor [GEN], none, clean the house, PersonX pays the housekeeper,0.0,1.0,0.0,0.0,0.0,0.426,0.574,0.402,0.0,1.0,0.0,0.0
[Name] respected the housekeeper isAfter [GEN], PersonY hires PersonY's housekeeper, PersonY hires PersonY's housekeeper, PersonX hires a housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] respected the housekeeper isBefore [GEN], PersonY gives PersonY a gift, PersonY gives PersonX a gift, PersonX thanked the housekeeper for cleaning,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44,0.0,0.633,0.367,0.44
[Name] respected the housekeeper isFilledBy [GEN], house, house, PersonX's house,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] respected the housekeeper oEffect [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] respected the housekeeper oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] respected the housekeeper oWant [GEN], to clean the house, to do a good job, to do a good job,0.0,0.526,0.474,0.402,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44
[Name] respected the housekeeper xAttr [GEN], respectful, respectful, respectful,0.0,0.0,1.0,0.459,0.0,0.0,1.0,0.459,0.0,0.0,1.0,0.459
[Name] respected the housekeeper xEffect [GEN], has a clean house, has a cleaner, PersonX has a clean house,0.0,0.426,0.574,0.402,0.0,0.37,0.63,0.178,0.0,0.526,0.474,0.402
[Name] respected the housekeeper xIntent [GEN], to be respectful, to be respectful, to be respectful,0.0,0.4,0.6,0.459,0.0,0.4,0.6,0.459,0.0,0.4,0.6,0.459
[Name] respected the housekeeper xNeed [GEN], to know the housekeeper, to know the housekeeper, to know the housekeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] respected the housekeeper xReact [GEN], satisfied, satisfied, satisfied,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422,0.0,0.0,1.0,0.422
[Name] respected the housekeeper xReason [GEN], the housekeeper was nice, the housekeeper to be nice, PersonX cleans the house every day,0.0,0.517,0.483,0.422,0.0,0.588,0.412,0.422,0.0,1.0,0.0,0.0
[Name] respected the housekeeper xWant [GEN], to thank the housekeeper, to thank the housekeeper, to thank the housekeeper,0.0,0.545,0.455,0.361,0.0,0.545,0.455,0.361,0.0,0.545,0.455,0.361
[Name] had to hire the accountant AtLocation [GEN], office building, bank account, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant CapableOf [GEN], pay the accountant, to pay the accountant, PersonX pays the accountant,0.412,0.588,0.0,-0.103,0.318,0.682,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant Causes [GEN], The accountant is out of town, they have to pay the accountant, PersonX doesn't have the money to hire an accountant,0.0,1.0,0.0,0.0,0.219,0.781,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant CausesDesire [GEN], PersonX tells PersonX that they need to hire an accountant, PersonY tells PersonY that PersonY is a liar, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.355,0.645,0.0,-0.511,0.0,1.0,0.0,0.0
[Name] had to hire the accountant CreatedBy [GEN], get a new accountant, get a new accountant, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant DefinedAs [GEN], PersonX tells PersonX that PersonX needs to hire an accountant, PersonY tells PersonY to pay the accountant, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.189,0.811,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant DesireOf [GEN], PersonX is the accountant, PersonY tells PersonY to pay the accountant, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.189,0.811,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant Desires [GEN], to have a good accountant, to have a good accountant, to have a good accountant,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44
[Name] had to hire the accountant HasA [GEN], they have to pay them, they have a new accountant, PersonX needs a new accountant,0.259,0.741,0.0,-0.103,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant HasFirstSubevent [GEN], get a job, get a new job, PersonX hires a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant HasLastSubevent [GEN], PersonX tells PersonX that PersonX needs to hire an accountant, PersonX tells PersonX that PersonX needs to hire an accountant, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant HasPainCharacter [GEN], PersonX tells PersonX that they need to hire an accountant, PersonX tells PersonX that PersonX needs to hire an accountant, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant HasPainIntensity [GEN], gets a bill, get a new accountant, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant HasPrerequisite [GEN], get a new job, get a new accountant, PersonX needs to pay the accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.219,0.781,0.0,-0.103
[Name] had to hire the accountant HasProperty [GEN], they have to pay them, they have to pay them, PersonX lost their job,0.259,0.741,0.0,-0.103,0.259,0.741,0.0,-0.103,0.434,0.566,0.0,-0.318
[Name] had to hire the accountant HasSubEvent [GEN], pay the accountant, pay the accountant, PersonX pays the accountant,0.412,0.588,0.0,-0.103,0.412,0.588,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant HasSubevent [GEN], to have a good accountant, to have a good accountant, PersonX needs a new accountant,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] had to hire the accountant HinderedBy [GEN], The accountant is out of town., The accountant is out of the country., PersonX doesn't have the money to hire the accountant.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant InheritsFrom [GEN], they get a bill, they get a new accountant, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant InstanceOf [GEN], PersonY tells PersonX to pay the accountant, PersonY tells PersonY to pay the accountant, PersonX needs a new accountant,0.189,0.811,0.0,-0.103,0.189,0.811,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant IsA [GEN], PersonX tells PersonX that PersonX needs to hire an accountant, PersonY tells PersonY to pay the accountant., PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.189,0.811,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant LocatedNear [GEN], to have a good accountant, to pay the accountant, PersonX needs a new accountant,0.0,0.508,0.492,0.44,0.318,0.682,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant LocationOfAction [GEN], they need to pay the accountant, to have a good accountant, person x needs to pay the accountant,0.219,0.781,0.0,-0.103,0.0,0.508,0.492,0.44,0.219,0.781,0.0,-0.103
[Name] had to hire the accountant MadeOf [GEN], PersonX needs to pay the accountant, The accountant is not available, PersonX needs a new accountant,0.219,0.781,0.0,-0.103,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant MadeUpOf [GEN], bookkeeper, bookkeeper, PersonX needs to pay the accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.219,0.781,0.0,-0.103
[Name] had to hire the accountant MotivatedByGoal [GEN], PersonX tells PersonX that they need to hire an accountant, PersonY tells PersonY that PersonY is a liar, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.355,0.645,0.0,-0.511,0.0,1.0,0.0,0.0
[Name] had to hire the accountant NotCapableOf [GEN], get a new job, get a new accountant, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant NotDesires [GEN], they get a new accountant, they get a new accountant, PersonX needs to pay the accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.219,0.781,0.0,-0.103
[Name] had to hire the accountant NotHasA [GEN], PersonX tells PersonX that PersonX needs to hire an accountant, PersonY tells PersonY that PersonY is a liar, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.355,0.645,0.0,-0.511,0.0,1.0,0.0,0.0
[Name] had to hire the accountant NotHasProperty [GEN], they have to pay the accountant, they need to pay them, good about themselves,0.219,0.781,0.0,-0.103,0.259,0.741,0.0,-0.103,0.0,0.408,0.592,0.44
[Name] had to hire the accountant NotIsA [GEN], PersonX tells PersonX that PersonX needs to hire an accountant, PersonY tells PersonY to pay the accountant., PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.189,0.811,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant NotMadeOf [GEN], PersonX tells PersonX that they need to hire an accountant, PersonY tells PersonY that PersonY is a liar, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.355,0.645,0.0,-0.511,0.0,1.0,0.0,0.0
[Name] had to hire the accountant ObjectUse [GEN], to pay the accountant, to hire the accountant, to get a job done,0.318,0.682,0.0,-0.103,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant PartOf [GEN], they get a new job, PersonY tells PersonY to pay the accountant, PersonX pays the accountant,0.0,1.0,0.0,0.0,0.189,0.811,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant ReceivesAction [GEN], get a new job, get a new job, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant RelatedTo [GEN], get a new job, get a new accountant, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant SymbolOf [GEN], PersonX tells PersonX that PersonX needs to hire an accountant, PersonY tells PersonY to pay the accountant., PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.189,0.811,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant UsedFor [GEN], get a job, get a new accountant, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant isAfter [GEN], PersonX needs to pay the accountant, PersonX needs to pay the accountant, PersonX needs a new accountant,0.219,0.781,0.0,-0.103,0.219,0.781,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant isBefore [GEN], PersonX writes a check to the accountant, PersonX tells PersonX to pay the accountant., PersonX pays the accountant,0.0,1.0,0.0,0.0,0.189,0.811,0.0,-0.103,0.0,1.0,0.0,0.0
[Name] had to hire the accountant isFilledBy [GEN], bookkeeper, bookkeeper, bookkeeper,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant oEffect [GEN], they get paid, none, PersonX has a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant oWant [GEN], to do their job, to do their job, to do a good job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44
[Name] had to hire the accountant xAttr [GEN], hardworking, hardworking, hardworking,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant xEffect [GEN], has less money, pays the accountant, PersonX has a new accountant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant xIntent [GEN], to have a good accountant, to have a good accountant, to have a good accountant,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44
[Name] had to hire the accountant xNeed [GEN], to get a job, to get a job, to have a job,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] had to hire the accountant xReact [GEN], relieved, like they have a good accountant, satisfied,0.0,0.0,1.0,0.382,0.0,0.357,0.643,0.66,0.0,0.0,1.0,0.422
[Name] had to hire the accountant xReason [GEN], PersonX tells PersonX that PersonX needs to hire an accountant, PersonY tells PersonY that PersonY is a liar, PersonX needs a new accountant,0.0,1.0,0.0,0.0,0.355,0.645,0.0,-0.511,0.0,1.0,0.0,0.0
[Name] had to hire the accountant xWant [GEN], to pay the accountant, to pay the accountant, to pay the accountant,0.318,0.682,0.0,-0.103,0.318,0.682,0.0,-0.103,0.318,0.682,0.0,-0.103
[Name] liked the hairdresser AtLocation [GEN], barber shop, barber shop, PersonX goes to the hair salon,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser CapableOf [GEN], get a haircut, get a new haircut, get a new hairstyle,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser Causes [GEN], they get a haircut, the hairdresser is nice, PersonX goes to the hairdresser,0.0,1.0,0.0,0.0,0.0,0.517,0.483,0.422,0.0,1.0,0.0,0.0
[Name] liked the hairdresser CausesDesire [GEN], they got their hair cut, they got a haircut, PersonX goes to the hair dresser,0.344,0.656,0.0,-0.273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser CreatedBy [GEN], have a good time, to get a haircut, PersonX goes to the hair salon,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser DefinedAs [GEN],   , hair looks good, PersonX goes to the hair salon,0.0,0.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser DesireOf [GEN], they get their hair cut, hair looks good, PersonX goes to the hair salon,0.344,0.656,0.0,-0.273,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser Desires [GEN], to get a haircut, to have a good haircut, to have a good haircut,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,0.508,0.492,0.44
[Name] liked the hairdresser HasA [GEN], they got a haircut, hair looks good, PersonX goes to the hair salon,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser HasFirstSubevent [GEN], hair looks good, hair looks good, PersonX gets a new hairstyle,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser HasLastSubevent [GEN], they got their hair cut, the hairdresser, PersonX goes to the hair salon,0.344,0.656,0.0,-0.273,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser HasPainCharacter [GEN], they get their hair cut, hair looks good, PersonX goes to the hair salon,0.344,0.656,0.0,-0.273,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser HasPainIntensity [GEN], have a good time, hair looks good, PersonX gets their hair cut,0.0,0.408,0.592,0.44,0.0,0.408,0.592,0.44,0.344,0.656,0.0,-0.273
[Name] liked the hairdresser HasPrerequisite [GEN], get a haircut, get a haircut, PersonX gets a new hairstyle,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser HasProperty [GEN], good hair, good hair, none,0.0,0.256,0.744,0.44,0.0,0.256,0.744,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser HasSubEvent [GEN], get a new haircut, get a haircut, PersonX gets their hair cut,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.344,0.656,0.0,-0.273
[Name] liked the hairdresser HasSubevent [GEN], they get a haircut, to get a haircut, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser HinderedBy [GEN], The hairdresser doesn't like them., The hairdresser doesn't like them., PersonX's hairdresser is rude.,0.345,0.655,0.0,-0.276,0.345,0.655,0.0,-0.276,0.5,0.5,0.0,-0.459
[Name] liked the hairdresser InheritsFrom [GEN], good hair, hair looks good, PersonX goes to the hair salon,0.0,0.256,0.744,0.44,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser InstanceOf [GEN], they got their hair cut, hair looks good, PersonX goes to the hair salon,0.344,0.656,0.0,-0.273,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser IsA [GEN], they get their hair cut, they get their hair cut, PersonX goes to the hair salon,0.344,0.656,0.0,-0.273,0.344,0.656,0.0,-0.273,0.0,1.0,0.0,0.0
[Name] liked the hairdresser LocatedNear [GEN], they get a haircut, to get their hair cut, to have a good hair cut,0.0,1.0,0.0,0.0,0.344,0.656,0.0,-0.273,0.263,0.375,0.362,0.202
[Name] liked the hairdresser LocationOfAction [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser MadeOf [GEN], the hairdresser, the hairdresser, PersonX goes to the hairdresser,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser MadeUpOf [GEN], hair, hair, PersonX gets a new hairstyle,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser MotivatedByGoal [GEN], the hairdresser is nice, they get a haircut, PersonX goes to the hair salon,0.0,0.517,0.483,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser NotCapableOf [GEN], the hairdresser, hair looks good, PersonX gets their hair cut,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.344,0.656,0.0,-0.273
[Name] liked the hairdresser NotDesires [GEN], they get a haircut, they get a haircut, PersonX gets their hair cut,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.344,0.656,0.0,-0.273
[Name] liked the hairdresser NotHasA [GEN], the hairdresser is nice, the hairdresser was nice, PersonX goes to the hair salon,0.0,0.517,0.483,0.422,0.0,0.517,0.483,0.422,0.0,1.0,0.0,0.0
[Name] liked the hairdresser NotHasProperty [GEN], good hair, good hair, none,0.0,0.256,0.744,0.44,0.0,0.256,0.744,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser NotIsA [GEN], they get their hair cut, hair looks good, PersonX goes to the hair salon,0.344,0.656,0.0,-0.273,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser NotMadeOf [GEN], the hairdresser, the hairdresser, PersonX goes to the hair salon,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser ObjectUse [GEN], get a new hairstyle, to have a good hair day, to have a good hair day,0.0,1.0,0.0,0.0,0.0,0.58,0.42,0.44,0.0,0.58,0.42,0.44
[Name] liked the hairdresser PartOf [GEN], have a good time, none, PersonX goes to the hair salon,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser ReceivesAction [GEN], none, hair looks good, PersonX goes to the hair salon,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser RelatedTo [GEN], they get their hair cut, hair looks good, PersonX goes to the hair salon,0.344,0.656,0.0,-0.273,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser SymbolOf [GEN], they get a haircut, get a haircut, PersonX gets their hair cut,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.344,0.656,0.0,-0.273
[Name] liked the hairdresser UsedFor [GEN], get a haircut, hair looks good, PersonX goes to the hair salon,0.0,1.0,0.0,0.0,0.0,0.408,0.592,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser isAfter [GEN], the hairdresser was nice to them, PersonX goes to the hairdresser, PersonX goes to the hair salon,0.0,0.641,0.359,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser isBefore [GEN], PersonY takes PersonY to the salon, the hairdresser told them they looked good, PersonX pays the hairdresser,0.0,1.0,0.0,0.0,0.0,0.674,0.326,0.44,0.0,1.0,0.0,0.0
[Name] liked the hairdresser isFilledBy [GEN], hair, hair, hair,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser oEffect [GEN], get's a haircut, none, PersonX's hair looks better,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44
[Name] liked the hairdresser oReact [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser oWant [GEN], to make a good impression, to make a good impression, to give PersonX a compliment,0.0,0.294,0.706,0.586,0.0,0.294,0.706,0.586,0.0,0.492,0.508,0.477
[Name] liked the hairdresser xAttr [GEN], friendly, friendly, friendly,0.0,0.0,1.0,0.494,0.0,0.0,1.0,0.494,0.0,0.0,1.0,0.494
[Name] liked the hairdresser xEffect [GEN], gets complimented, gets a haircut, gets a haircut,0.0,0.263,0.737,0.422,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser xIntent [GEN], none, none, none,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] liked the hairdresser xNeed [GEN], go to the hairdresser, go to the hairdresser, to go to hairdresser,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
