Event Relation,Female Inference,Male Inference,Unisex Inference,Female Sentiment: Negative,Female Sentiment: Neutral,Female Sentiment: Positive,Female Sentiment: Compound,Male Sentiment: Negative,Male Sentiment: Neutral,Male Sentiment: Positive,Male Sentiment: Compound,Unisex Sentiment: Negative,Unisex Sentiment: Neutral,Unisex Sentiment: Positive,Unisex Sentiment: Compound
[Name] called the nurse PartOf [GEN],doctor,doctor,doctor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the nurse ReceivesAction [GEN],doctor,nurse,doctor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the nurse RelatedTo [GEN],nurse,doctor,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the nurse SymbolOf [GEN],doctor,doctor,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the nurse UsedFor [GEN],nurse,nurse,truck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the nurse isAfter [GEN],PersonX is in the hospital,PersonX is sick,PersonX has a sore throat,0.0,1.0,0.0,0.0,0.623,0.377,0.0,-0.511,0.455,0.545,0.0,-0.361
[Name] called the nurse isBefore [GEN],PersonX asks the nurse questions,PersonX asks the nurse questions,PersonX asks the nurse questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the nurse isFilledBy [GEN],doctor,doctor,doctor,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the nurse oEffect [GEN],talks to person x,watches,gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the nurse oReact [GEN],worried,helpful,worried,1.0,0.0,0.0,-0.296,0.0,0.0,1.0,0.422,1.0,0.0,0.0,-0.296
[Name] called the nurse oWant [GEN],to talk to them,to talk to PersonX,to ask questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the nurse xAttr [GEN],curious,curious,sick,0.0,0.0,1.0,0.318,0.0,0.0,1.0,0.318,1.0,0.0,0.0,-0.511
[Name] called the nurse xEffect [GEN],is asked questions,is asked questions,is asked questions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the nurse xIntent [GEN],to ask a question,to ask a question,to ask a question,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] called the nurse xNeed [GEN],dial the number,call the nurse,dial the number,0.0,0.606,0.394,0.077,0.0,1.0,0.0,0.0,0.0,0.606,0.394,0.077
[Name] called the nurse xReact [GEN],relieved,relieved,relieved,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.382,0.0,0.0,1.0,0.382
[Name] called the nurse xReason [GEN],she is sick,she is sick,she is sick,0.623,0.377,0.0,-0.511,0.623,0.377,0.0,-0.511,0.623,0.377,0.0,-0.511
[Name] called the nurse xWant [GEN],talk to the nurse,talk to the nurse,talk to the nurse,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook AtLocation [GEN],kitchen,kitchen,kitchen,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook CapableOf [GEN],burn food,burn food,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook Causes [GEN],food poisoning,food poisoning,yell,0.792,0.208,0.0,-0.586,0.792,0.208,0.0,-0.586,0.0,1.0,0.0,0.0
[Name] is mad at the cook CausesDesire [GEN],cook,food,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook CreatedBy [GEN],cook,hungry,cook,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook DefinedAs [GEN],food,food,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook DesireOf [GEN],cook,cook,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook Desires [GEN],food,food,food,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook HasA [GEN],food,hungry,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook HasFirstSubevent [GEN],get angry,dessert,get angry,0.767,0.233,0.0,-0.511,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook HasLastSubevent [GEN],cook,food,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook HasPainCharacter [GEN],cook,food,food,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook HasPainIntensity [GEN],cook,hungry,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook HasPrerequisite [GEN],cook,food,full,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook HasProperty [GEN],hungry,hungry,hungry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook HasSubEvent [GEN],turn red,get angry,yell,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511,0.0,1.0,0.0,0.0
[Name] is mad at the cook HasSubevent [GEN],cook,food,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook HinderedBy [GEN],PersonX is in love.,PersonX is too happy.,PersonX is in love.,0.0,0.417,0.583,0.637,0.0,0.448,0.552,0.572,0.0,0.417,0.583,0.637
[Name] is mad at the cook InheritsFrom [GEN],food,food,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook InstanceOf [GEN],cook,cook,sick,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.511
[Name] is mad at the cook IsA [GEN],food,hungry,hungry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook LocatedNear [GEN],get angry,sick,get angry,0.767,0.233,0.0,-0.511,1.0,0.0,0.0,-0.511,0.767,0.233,0.0,-0.511
[Name] is mad at the cook LocationOfAction [GEN],food,food,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook MadeOf [GEN],cook,hungry,full,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook MadeUpOf [GEN],cook,cook,jaw,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook MotivatedByGoal [GEN],cook,cook,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook NotCapableOf [GEN],cook,cook,sick,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.511
[Name] is mad at the cook NotDesires [GEN],cook,hungry,sick,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.511
[Name] is mad at the cook NotHasA [GEN],cook,hungry,sick,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.511
[Name] is mad at the cook NotHasProperty [GEN],food,food,food,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook NotIsA [GEN],food,hungry,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook NotMadeOf [GEN],cook,food,sick,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.511
[Name] is mad at the cook ObjectUse [GEN],get angry,get food,eat,0.767,0.233,0.0,-0.511,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook PartOf [GEN],cook,food,dessert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook ReceivesAction [GEN],to eat,cook,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook RelatedTo [GEN],cooks,hungry,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook SymbolOf [GEN],cook,cook,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook UsedFor [GEN],food,food,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] is mad at the cook isAfter [GEN],PersonX cooks dinner,PersonX cooks dinner,PersonX eats a banana,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook isBefore [GEN],PersonX leaves the restaurant,PersonX leaves the restaurant,PersonX leaves the restaurant,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook isFilledBy [GEN],cook,cook,cook,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook oEffect [GEN],gets yelled at,gets yelled at,gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook oReact [GEN],disappointed,disappointed,disappointed,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.477
[Name] is mad at the cook oWant [GEN],to apologize,to tell PersonX to stop,to apologize,0.0,0.417,0.583,0.103,0.355,0.645,0.0,-0.296,0.0,0.417,0.583,0.103
[Name] is mad at the cook xAttr [GEN],irresponsible,irrational,irrational,1.0,0.0,0.0,-0.44,1.0,0.0,0.0,-0.34,1.0,0.0,0.0,-0.34
[Name] is mad at the cook xEffect [GEN],yells,gets yelled at,gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook xIntent [GEN],to eat,to eat,to eat,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] is mad at the cook xNeed [GEN],have a bad experience,get angry,have a stomachache,0.636,0.364,0.0,-0.542,0.767,0.233,0.0,-0.511,0.0,1.0,0.0,0.0
[Name] is mad at the cook xReact [GEN],upset,angry,upset,1.0,0.0,0.0,-0.382,1.0,0.0,0.0,-0.511,1.0,0.0,0.0,-0.382
[Name] is mad at the cook xReason [GEN],the food is bad,the food is bad,he is mad,0.538,0.462,0.0,-0.542,0.538,0.462,0.0,-0.542,0.615,0.385,0.0,-0.494
[Name] is mad at the cook xWant [GEN],to eat,to eat,to eat,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher AtLocation [GEN],school,school,school,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher CapableOf [GEN],teach,teach,get in trouble,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.574,0.426,0.0,-0.402
[Name] criticized the teacher Causes [GEN],to teach,disappointed,disappointed,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.477
[Name] criticized the teacher CausesDesire [GEN],teach,good,teacher,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0
[Name] criticized the teacher CreatedBy [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher DefinedAs [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher DesireOf [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher Desires [GEN],to punish the teacher,teach,revenge,0.531,0.469,0.0,-0.527,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.527
[Name] criticized the teacher HasA [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher HasFirstSubevent [GEN],students,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher HasLastSubevent [GEN],teach,bad grades,teacher,0.0,1.0,0.0,0.0,0.778,0.222,0.0,-0.542,0.0,1.0,0.0,0.0
[Name] criticized the teacher HasPainCharacter [GEN],students,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher HasPainIntensity [GEN],students,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher HasPrerequisite [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher HasProperty [GEN],mean,bad,mean,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.542,0.0,1.0,0.0,0.0
[Name] criticized the teacher HasSubEvent [GEN],yell at teacher,get in trouble,yelled at,0.0,1.0,0.0,0.0,0.574,0.426,0.0,-0.402,0.0,1.0,0.0,0.0
[Name] criticized the teacher HasSubevent [GEN],students,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher HinderedBy [GEN],PersonX doesn't know what to say.,PersonX is not a teacher.,PersonX is a good student.,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44
[Name] criticized the teacher InheritsFrom [GEN],teach,bad grades,teacher,0.0,1.0,0.0,0.0,0.778,0.222,0.0,-0.542,0.0,1.0,0.0,0.0
[Name] criticized the teacher InstanceOf [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher IsA [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher LocatedNear [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher LocationOfAction [GEN],teach,good,teacher,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0
[Name] criticized the teacher MadeOf [GEN],students,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher MadeUpOf [GEN],student,student,student,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher MotivatedByGoal [GEN],teach,good,teacher,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0
[Name] criticized the teacher NotCapableOf [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher NotDesires [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher NotHasA [GEN],teach,good,teacher,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0
[Name] criticized the teacher NotHasProperty [GEN],students,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher NotIsA [GEN],students,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher NotMadeOf [GEN],teach,good,teacher,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0
[Name] criticized the teacher ObjectUse [GEN],teach,teach,teach,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher PartOf [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher ReceivesAction [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher RelatedTo [GEN],teach,students,teacher,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher SymbolOf [GEN],teach,good,teacher,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0
[Name] criticized the teacher UsedFor [GEN],teach,good,teacher,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44,0.0,1.0,0.0,0.0
[Name] criticized the teacher isAfter [GEN],PersonX gets in a fight,PersonX fails a class,PersonX fails a class,0.464,0.536,0.0,-0.382,0.583,0.417,0.0,-0.422,0.583,0.417,0.0,-0.422
[Name] criticized the teacher isBefore [GEN],PersonX leaves the classroom,PersonX gets a good grade,PersonX leaves the school,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,1.0,0.0,0.0
[Name] criticized the teacher isFilledBy [GEN],students,student,student,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher oEffect [GEN],gets yelled at,gets yelled at,gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher oReact [GEN],disappointed,disappointed,disappointed,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.477
[Name] criticized the teacher oWant [GEN],to yell at the teacher,to teach,to punish him,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.63,0.37,0.0,-0.527
[Name] criticized the teacher xAttr [GEN],mean,mean,mean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher xEffect [GEN],gets yelled at,gets yelled at,yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher xIntent [GEN],to be mean,to be mean,to be mean,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher xNeed [GEN],to be in class,to be a teacher,to be in class,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] criticized the teacher xReact [GEN],disappointed,disappointed,upset,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.382
[Name] criticized the teacher xReason [GEN],the teacher did something wrong,he is wrong,the teacher is racist,0.437,0.563,0.0,-0.477,0.608,0.392,0.0,-0.477,0.571,0.429,0.0,-0.612
[Name] criticized the teacher xWant [GEN],to yell at the teacher,to get a good grade,to apologize,0.0,1.0,0.0,0.0,0.0,0.508,0.492,0.44,0.0,0.417,0.583,0.103
[Name] got mad at the farmer AtLocation [GEN],field,field,field,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer CapableOf [GEN],farm cows,farm cows,farm cows,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer Causes [GEN],horses,fence,mad,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.494
[Name] got mad at the farmer CausesDesire [GEN],farm,farm,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] got mad at the farmer CreatedBy [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer DefinedAs [GEN],wagon,farm land,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer DesireOf [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer Desires [GEN],feed cows,farm land,fence,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer HasA [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer HasFirstSubevent [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer HasLastSubevent [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer HasPainCharacter [GEN],farm,farm land,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer HasPainIntensity [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer HasPrerequisite [GEN],farm,crops,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer HasProperty [GEN],kids,mad,mad,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.494,1.0,0.0,0.0,-0.494
[Name] got mad at the farmer HasSubEvent [GEN],yell,lose temper,yell,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.67,0.0,1.0,0.0,0.0
[Name] got mad at the farmer HasSubevent [GEN],farm,farm land,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer HinderedBy [GEN],he does not want to go to jail,PersonX is a peaceful person.,PersonX is a peaceful person.,0.149,0.851,0.0,-0.057,0.0,0.484,0.516,0.494,0.0,0.484,0.516,0.494
[Name] got mad at the farmer InheritsFrom [GEN],farm,farm land,seed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer InstanceOf [GEN],farm,farm land,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] got mad at the farmer IsA [GEN],farm,farm land,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer LocatedNear [GEN],farm,farm,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] got mad at the farmer LocationOfAction [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer MadeOf [GEN],farm,farm land,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer MadeUpOf [GEN],horse,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer MotivatedByGoal [GEN],farm,farm land,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer NotCapableOf [GEN],farm,farm land,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] got mad at the farmer NotDesires [GEN],farm,farm,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] got mad at the farmer NotHasA [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer NotHasProperty [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer NotIsA [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer NotMadeOf [GEN],farm,farm land,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer ObjectUse [GEN],feed cows,farm land,get angry,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.767,0.233,0.0,-0.511
[Name] got mad at the farmer PartOf [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer ReceivesAction [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer RelatedTo [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer SymbolOf [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer UsedFor [GEN],farm,farm land,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer isAfter [GEN],PersonX buys a farm,PersonX buys a farm,PersonX buys a farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer isBefore [GEN],PersonX yells at the farmer,PersonX leaves the farm,PersonX leaves the farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer isFilledBy [GEN],farm,farm,farm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer oEffect [GEN],gets yelled at,gets yelled at,gets yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer oReact [GEN],sad,sad,sad,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.477,1.0,0.0,0.0,-0.477
[Name] got mad at the farmer oWant [GEN],to yell at person x,to yell at personX,to apologize,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.417,0.583,0.103
[Name] got mad at the farmer xAttr [GEN],irresponsible,angry,irrational,1.0,0.0,0.0,-0.44,1.0,0.0,0.0,-0.511,1.0,0.0,0.0,-0.34
[Name] got mad at the farmer xEffect [GEN],yelled at,yelled at,yelled at,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
[Name] got mad at the farmer xIntent [GEN],get angry,to be mean,to be mean,0.767,0.233,0.0,-0.511,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
